UniProtID,function,process,component
O75439,GO:0003824///GO:0004222///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872,GO:0006122///GO:0006508///GO:0009060///GO:0016485,GO:0005739///GO:0005743///GO:0005750///GO:0005759
Q96AD5,GO:0004465///GO:0004806///GO:0016411///GO:0016787,GO:0006629///GO:0008152///GO:0010891///GO:0010898///GO:0016042///GO:0019433///GO:0019915///GO:0034389///GO:0036155///GO:0055088,GO:0005654///GO:0005737///GO:0005789///GO:0005811///GO:0005829///GO:0005886///GO:0016020///GO:0016021
Q9GZU1,GO:0005261///GO:0005262///GO:0005381///GO:0072345,GO:0006810///GO:0006811///GO:0006812///GO:0006816///GO:0033572///GO:0034755///GO:0051209///GO:0070588///GO:0097352,GO:0005764///GO:0005765///GO:0005768///GO:0005829///GO:0005886///GO:0005887///GO:0010008///GO:0016020///GO:0016021///GO:0031902///GO:0043235
P40926,GO:0003723///GO:0003824///GO:0016491///GO:0016615///GO:0016616///GO:0030060///GO:0043621///GO:0046554,GO:0005975///GO:0006094///GO:0006099///GO:0006107///GO:0006108///GO:0006475///GO:0006734///GO:0019752///GO:0055114,GO:0005634///GO:0005739///GO:0005743///GO:0005759///GO:0016020///GO:0043209///GO:0070062
P23381,GO:0000166///GO:0004812///GO:0004830///GO:0005515///GO:0005524///GO:0016874,GO:0001525///GO:0006412///GO:0006418///GO:0006436///GO:0008285///GO:0045765,GO:0005634///GO:0005737///GO:0005829///GO:0070062
Q9P0N5,,GO:0030030///GO:0060271///GO:0097711,GO:0005737///GO:0005829///GO:0005856///GO:0005929///GO:0016020///GO:0016021///GO:0035869///GO:0036038///GO:0042995
Q9BUT9,GO:0005515,,GO:0005634///GO:0005737///GO:0010494
P0C5W0,,,
P0CW24,GO:0005515,,
Q8ND90,GO:0005515,GO:0002437///GO:0043065,GO:0005634///GO:0005730///GO:0005737
Q5VUD6,GO:0005515,,GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q15434,GO:0000166///GO:0003676///GO:0003723,GO:0006396,GO:0005634
Q9BQD7,,,GO:0016020///GO:0016021
Q9H6F5,GO:0003723///GO:0005515,GO:0016032,GO:0005634///GO:0005730
P36957,GO:0004149///GO:0016740///GO:0016746,GO:0006091///GO:0006099///GO:0006554///GO:0008152///GO:0033512///GO:0046487,GO:0005634///GO:0005739///GO:0005759///GO:0016020///GO:0043209///GO:0045252///GO:0070062
Q9BTV4,GO:0005515///GO:0043621,GO:0071763,GO:0005634///GO:0005637///GO:0005639///GO:0005783///GO:0005788///GO:0005794///GO:0016020///GO:0016021
Q9UGY1,GO:0003723///GO:0005515///GO:0019843,,GO:0005634///GO:0005730
Q8N5W9,GO:0031005,GO:0001837///GO:0030036///GO:0048705///GO:0061182///GO:0061572///GO:1900158,GO:0005737///GO:0005856///GO:0015629///GO:0032432
P62917,GO:0003723///GO:0003735///GO:0019843///GO:1990932,GO:0000184///GO:0002181///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0019083///GO:1990090,GO:0005622///GO:0005737///GO:0005829///GO:0005840///GO:0005925///GO:0015934///GO:0016020///GO:0022625///GO:0030529
Q8N2I9,GO:0000166///GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0016301///GO:0016740,GO:0003016///GO:0005977///GO:0006468///GO:0010468///GO:0016310///GO:0030324///GO:0035264///GO:0043066///GO:0043408///GO:0048286///GO:0060425,GO:0005634///GO:0005654///GO:0005737///GO:0005829
Q99685,GO:0004622///GO:0016787///GO:0042803///GO:0047372///GO:0052689,GO:0006629///GO:0006631///GO:0006633///GO:0006954///GO:0009966///GO:0016042///GO:0019369///GO:0019433///GO:0036155///GO:0046464///GO:0050727///GO:0051930///GO:2000124,GO:0005654///GO:0005737///GO:0005789///GO:0005829///GO:0005886///GO:0016020///GO:0019898
Q86YV9,GO:0005515///GO:0017137///GO:0030742,GO:0006996///GO:0007596///GO:0030318///GO:0032418///GO:0043473///GO:0072657,GO:0005737///GO:0005764///GO:0005765///GO:0005768///GO:0005783///GO:0005829///GO:0016020///GO:0031084///GO:0031090///GO:0031901///GO:0043231
Q99547,GO:0003723///GO:0005515,GO:0000460///GO:0006364,GO:0000178///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0000176
P40925,GO:0003824///GO:0004470///GO:0005515///GO:0016491///GO:0016615///GO:0016616///GO:0030060///GO:0047860///GO:0051287,GO:0005975///GO:0006094///GO:0006099///GO:0006107///GO:0006108///GO:0006734///GO:0019674///GO:0019752///GO:0055114,GO:0005615///GO:0005737///GO:0005739///GO:0005829///GO:0043209///GO:0070062
Q6PK04,GO:0003723///GO:0005515,,GO:0001650///GO:0005694///GO:0005730
P15880,GO:0003723///GO:0003729///GO:0003735///GO:0005515///GO:0017134///GO:0019899///GO:0045296,GO:0000184///GO:0006364///GO:0006412///GO:0006413///GO:0006479///GO:0006614///GO:0019083///GO:0051347,GO:0005634///GO:0005654///GO:0005829///GO:0005840///GO:0005925///GO:0015935///GO:0016020///GO:0022627///GO:0030529///GO:0070062///GO:0005730
Q9BYN8,GO:0003723,GO:0042769///GO:0043043///GO:0070125///GO:0070126,GO:0005654///GO:0005739///GO:0005743///GO:0005763///GO:0005840///GO:0030529
Q9GZW8,,,GO:0016020///GO:0016021
P35914,GO:0000062///GO:0000287///GO:0003824///GO:0004419///GO:0005102///GO:0016829///GO:0030145///GO:0031406///GO:0042803///GO:0046872,GO:0001889///GO:0006552///GO:0006629///GO:0006637///GO:0007005///GO:0007584///GO:0042594///GO:0046951///GO:0051262///GO:0070542,GO:0005739///GO:0005743///GO:0005759///GO:0005777
Q13459,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005096///GO:0005515///GO:0005516///GO:0005524///GO:0016887///GO:0017048///GO:0043531///GO:0046872///GO:0048495///GO:0042803,GO:0007165///GO:0007266///GO:0030048///GO:0035023///GO:0035385///GO:0035556///GO:0043547///GO:0051056///GO:0032011,GO:0005737///GO:0005829///GO:0005856///GO:0005884///GO:0005938///GO:0015629///GO:0016020///GO:0016459///GO:0048471
Q8TER5,GO:0005085///GO:0005089///GO:0005515,GO:0035023///GO:0043547,GO:0005737
Q9P2K9,GO:0003674,GO:0006629///GO:0007224///GO:0008202///GO:0008203///GO:0030154///GO:0032368///GO:0042632///GO:0045665///GO:0045834///GO:2000179,GO:0005634///GO:0005737///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030659///GO:0031410///GO:0031965
P55209,GO:0003723///GO:0005515,GO:0006260///GO:0006334///GO:0008284,GO:0005634///GO:0016020///GO:0042470
P56556,GO:0008137,GO:0006120///GO:0006979///GO:0032981///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0016020///GO:0031966///GO:0070469
O95182,GO:0003735///GO:0008137,GO:0006120///GO:0032543///GO:0032981///GO:0042773///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0005761///GO:0016020///GO:0070469
O95169,GO:0003954///GO:0008137,GO:0006120///GO:0032981///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0005783///GO:0016020///GO:0016021///GO:0070469
P19404,GO:0003954///GO:0008137///GO:0009055///GO:0016491///GO:0046872///GO:0051536///GO:0051537,GO:0006120///GO:0007399///GO:0032981///GO:0048738///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0016020///GO:0043209///GO:0070469///GO:0045272
Q9HB58,GO:0003677///GO:0004871///GO:0008270///GO:0046872,GO:0006351///GO:0006355///GO:0007165///GO:0016032,GO:0005634
Q99519,GO:0004308///GO:0016787///GO:0016798///GO:0052794///GO:0052795///GO:0052796,GO:0005975///GO:0006629///GO:0006687///GO:0006689///GO:0008152///GO:0009313///GO:0016042///GO:0043312,GO:0005576///GO:0005764///GO:0005765///GO:0005886///GO:0016020///GO:0030054///GO:0031410///GO:0035580///GO:0043202///GO:0043231///GO:0070062
P55769,GO:0003723///GO:0005515///GO:0030621///GO:0030622///GO:0034511///GO:0034512///GO:0051117///GO:0030515,GO:0000398///GO:0000470///GO:0006364///GO:0006397///GO:0007338///GO:0008380///GO:0030490///GO:0042254///GO:0006412,GO:0001651///GO:0005634///GO:0005654///GO:0005681///GO:0005730///GO:0030529///GO:0031428///GO:0032040///GO:0043234///GO:0046540///GO:0071011///GO:0022625
Q9UGL9,GO:0005515,,
O75607,GO:0003723///GO:0005515,GO:0006364///GO:0009303,GO:0005634///GO:0005730///GO:0005829///GO:0015629
Q05469,GO:0004806///GO:0005515///GO:0016298///GO:0016787///GO:0019901///GO:0033878,GO:0006468///GO:0006629///GO:0008152///GO:0008202///GO:0008203///GO:0016042///GO:0019433///GO:0042758///GO:0046340,GO:0005737///GO:0005811///GO:0005829///GO:0005886///GO:0005901///GO:0016020
P35268,GO:0003723///GO:0003735///GO:0005515///GO:0008201,GO:0000184///GO:0002181///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0019083///GO:0046632,GO:0005622///GO:0005634///GO:0005737///GO:0005829///GO:0005840///GO:0005925///GO:0022625///GO:0030529///GO:0031012///GO:0070062
Q13148,GO:0000166///GO:0001205///GO:0003676///GO:0003677///GO:0003690///GO:0003700///GO:0003723///GO:0003730///GO:0005515///GO:0042802,GO:0001933///GO:0006351///GO:0006355///GO:0006366///GO:0006397///GO:0008380///GO:0010629///GO:0030264///GO:0032024///GO:0034976///GO:0043922///GO:0045944///GO:0051726///GO:0070935///GO:0071765,GO:0005634///GO:0005654///GO:0005726///GO:0005737///GO:0016607///GO:0035061
Q9H1E3,GO:0001077///GO:0003682///GO:0003690///GO:0003697///GO:0003723///GO:0008134,GO:0000724///GO:0001678///GO:0006275///GO:0006325///GO:0006357///GO:0006366///GO:0019046///GO:0031297///GO:0035822///GO:0036297///GO:0042593///GO:0043923///GO:0044829///GO:0045944///GO:0046626///GO:0046628///GO:0060382///GO:0071481///GO:1990968///GO:1990969,GO:0000785///GO:0000790///GO:0005634///GO:0005730///GO:0005737
Q9UKK9,GO:0000287///GO:0003723///GO:0005515///GO:0016740///GO:0016779///GO:0016787///GO:0017110///GO:0019144///GO:0030515///GO:0042803///GO:0044715///GO:0046872///GO:0047631///GO:0050072,GO:0006139///GO:0006338///GO:0009117///GO:0009191///GO:0019303///GO:0034656///GO:1990966,GO:0005622///GO:0005634///GO:0005829///GO:0070062
O95897,GO:0005515,GO:0007601///GO:0007626///GO:0009306///GO:0051152,GO:0005576///GO:0005634///GO:0005654///GO:0005737///GO:0016020///GO:0030054///GO:0032281///GO:0045202///GO:0097060
Q8N138,GO:0005515,GO:0006672///GO:0043312///GO:0090156///GO:1900060,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021///GO:0030667///GO:0035339///GO:0035579
O75381,GO:0003714///GO:0005102///GO:0005515///GO:0008017///GO:0047485///GO:0048487,GO:0006461///GO:0006810///GO:0007031///GO:0015031///GO:0016558///GO:0016561///GO:0032091///GO:0034453///GO:0036250///GO:0043433///GO:0044721///GO:0045892///GO:0051260///GO:1901094,GO:0001650///GO:0005622///GO:0005634///GO:0005777///GO:0005778///GO:0016020///GO:0016021///GO:0043234///GO:1990429
Q9Y4W6,GO:0000166///GO:0004222///GO:0005515///GO:0005524///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872///GO:0051082,GO:0006508///GO:0007005///GO:0007409///GO:0007528///GO:0008053///GO:0021675///GO:0034982///GO:0036444///GO:0040014///GO:0042407///GO:0042552///GO:0048747///GO:0051560///GO:0060013,GO:0005739///GO:0005743///GO:0005745///GO:0016020///GO:0016021///GO:0031966
Q9NW68,,,
P18124,GO:0003677///GO:0003723///GO:0003729///GO:0003735///GO:0005515///GO:0042803,GO:0000184///GO:0000463///GO:0002181///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0019083///GO:0042273,GO:0005634///GO:0005730///GO:0005737///GO:0005829///GO:0005840///GO:0005925///GO:0016020///GO:0022625///GO:0030529///GO:0070062
Q92561,,,
Q96JG8,,,
Q6UXB0,,,GO:0005576
O95568,GO:0008168///GO:0016740,GO:0032259,
P56181,GO:0003723///GO:0008137,GO:0006120///GO:0032981///GO:0055114,GO:0005654///GO:0005739///GO:0005743///GO:0005747///GO:0016020///GO:0070469
O43149,GO:0005509///GO:0008270///GO:0046872,,
Q92535,GO:0003824///GO:0016740///GO:0016757///GO:0017176,GO:0006506///GO:0016254,GO:0000506///GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q9UG56,GO:0004609///GO:0016829///GO:0016831,GO:0006629///GO:0008654,GO:0005634///GO:0005739///GO:0005743///GO:0016020///GO:0016021
Q8NCG7,GO:0016787///GO:0046872///GO:0047372,GO:0006629///GO:0007405///GO:0016042///GO:0019369///GO:0022008///GO:0042136,GO:0005634///GO:0005765///GO:0005886///GO:0016020///GO:0016021
Q9P212,GO:0004435///GO:0004629///GO:0004871///GO:0005057///GO:0005085///GO:0005515///GO:0008081///GO:0016787///GO:0017016///GO:0019899///GO:0046872,GO:0000187///GO:0001558///GO:0006629///GO:0006644///GO:0006651///GO:0006940///GO:0007010///GO:0007165///GO:0007173///GO:0007200///GO:0007204///GO:0007205///GO:0007264///GO:0007265///GO:0007507///GO:0008277///GO:0008283///GO:0016042///GO:0019722///GO:0032835///GO:0035556///GO:0043547///GO:0043647///GO:0045859///GO:0046578///GO:0048016,GO:0000139///GO:0005737///GO:0005794///GO:0005829///GO:0005886///GO:0016020
O95163,GO:0004871///GO:0005515///GO:0008607///GO:0000993,GO:0002098///GO:0006351///GO:0006355///GO:0006357///GO:0006368///GO:0006461///GO:0006468///GO:0006955///GO:0007165///GO:0030335///GO:0045859,GO:0000123///GO:0005634///GO:0005730///GO:0005737///GO:0005829///GO:0008023///GO:0033588
O43688,GO:0004721///GO:0005515///GO:0008195///GO:0016787///GO:0042392///GO:0042577,GO:0006470///GO:0006644///GO:0007165///GO:0030148///GO:0046839,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q86UP0,GO:0005509///GO:0008013///GO:0045294///GO:0046872///GO:0070097,GO:0007155///GO:0007156///GO:0016337///GO:0034332,GO:0005886///GO:0005911///GO:0016020///GO:0016021
Q9BTV5,,GO:0007049///GO:0007067///GO:0051301,GO:0005622///GO:0005634///GO:0005737///GO:0005815///GO:0005856///GO:0005874///GO:0032154
P14902,GO:0004833///GO:0009055///GO:0016491///GO:0020037///GO:0033754///GO:0046872///GO:0051213,GO:0002376///GO:0002534///GO:0002666///GO:0002678///GO:0002830///GO:0006569///GO:0006954///GO:0007565///GO:0019441///GO:0032496///GO:0032693///GO:0032735///GO:0033555///GO:0034276///GO:0036269///GO:0042130///GO:0043065///GO:0055114///GO:0070233///GO:0070234///GO:0046006,GO:0005737///GO:0005829///GO:0030485///GO:0032421
Q9BVG4,GO:0003674,GO:0008150,GO:0005575///GO:0005737
O43252,GO:0000166///GO:0003824///GO:0004020///GO:0004781///GO:0005524///GO:0016301///GO:0016740///GO:0016779///GO:0042803,GO:0000103///GO:0001501///GO:0008152///GO:0016310///GO:0050428,GO:0005829
Q96B86,GO:0001948///GO:0005515///GO:0015026///GO:1990459,GO:0010975///GO:0030509///GO:0045944///GO:0048681,GO:0005783///GO:0005886///GO:0016020///GO:0031225///GO:0070062
Q9UD71,GO:0004860///GO:0004862///GO:0004864///GO:0004865///GO:0005515///GO:0019888///GO:0031748///GO:0031749///GO:0031750///GO:0031751///GO:0031752,GO:0001975///GO:0006351///GO:0006469///GO:0007165///GO:0007621///GO:0008542///GO:0035556///GO:0043086///GO:0050790///GO:0071901,GO:0005634///GO:0005737///GO:0005829///GO:0043025
Q9Y2H0,GO:0005515,GO:0023052,GO:0005886///GO:0016020///GO:0045202
P30044,GO:0001016///GO:0004601///GO:0005102///GO:0008379///GO:0016209///GO:0016491///GO:0043027///GO:0046983///GO:0051920///GO:0072541,GO:0000302///GO:0006915///GO:0006954///GO:0006979///GO:0016480///GO:0032967///GO:0034614///GO:0042744///GO:0043066///GO:0043154///GO:0045454///GO:0051354///GO:0055114///GO:0060785///GO:0070995///GO:0098869///GO:2001057,GO:0005615///GO:0005634///GO:0005737///GO:0005739///GO:0005759///GO:0005777///GO:0005782///GO:0005829///GO:0031410///GO:0043231///GO:0048471///GO:0070062
P13727,GO:0008201///GO:0030246,GO:0002215///GO:0002376///GO:0006955///GO:0032693///GO:0032753///GO:0042035///GO:0042742///GO:0043312,GO:0005576///GO:0030133///GO:0031410///GO:0070062///GO:1904813
F7VJQ1,,,GO:0005739///GO:0005741///GO:0016020///GO:0016021
P04156,GO:0001540///GO:0004871///GO:0005507///GO:0005515///GO:0005521///GO:0008017///GO:0015631///GO:0042802///GO:0043008///GO:0044325///GO:0046872///GO:0051087,GO:0001933///GO:0006878///GO:0006979///GO:0007049///GO:0007050///GO:0007165///GO:0007611///GO:0008152///GO:0032689///GO:0032700///GO:0032703///GO:0032880///GO:0035690///GO:0043066///GO:0043433///GO:0046007///GO:0046686///GO:0046688///GO:0050730///GO:0050731///GO:0050860///GO:0051260///GO:0070885///GO:0071280///GO:0090314///GO:1901216///GO:1901379///GO:1902951///GO:1904645///GO:1905664,GO:0005634///GO:0005737///GO:0005783///GO:0005794///GO:0005829///GO:0005886///GO:0009986///GO:0014069///GO:0016020///GO:0019898///GO:0031225///GO:0031965///GO:0043231///GO:0045121///GO:0070062
P29074,GO:0004721///GO:0004725///GO:0004726///GO:0005515///GO:0008092///GO:0016787///GO:0016791,GO:0006470///GO:0016311///GO:0035335,GO:0005737///GO:0005856///GO:0005886///GO:0009898///GO:0016020
Q15269,GO:0003723///GO:0030515,GO:0000028///GO:0000462///GO:0006364,GO:0005634///GO:0005654///GO:0005730///GO:0032040///GO:0034388
Q9NP72,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0019003,GO:0001654///GO:0006810///GO:0007264///GO:0007275///GO:0007420///GO:0015031///GO:0034389///GO:0043312///GO:0061024///GO:0071786,GO:0005622///GO:0005789///GO:0005829///GO:0005886///GO:0016020///GO:0030667///GO:0070062///GO:0071782
P15822,GO:0000980///GO:0001206///GO:0003676///GO:0003677///GO:0005515///GO:0043565///GO:0044212///GO:0046872,GO:0000122///GO:0006351///GO:0006355///GO:0006366///GO:0007165///GO:0007275,GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0016604
Q15286,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0005546///GO:0019003,GO:0000910///GO:0006810///GO:0007264///GO:0008104///GO:0015031///GO:0016197///GO:0019882///GO:0031175///GO:0032456///GO:0036010///GO:0048227///GO:0061024///GO:1990090,GO:0005739///GO:0005768///GO:0005829///GO:0005886///GO:0005905///GO:0010008///GO:0016020///GO:0030136///GO:0030665///GO:0031253///GO:0031410///GO:0042470///GO:0045171///GO:0045334///GO:0055038///GO:0070062
O75828,GO:0000253///GO:0004090///GO:0016491///GO:0070402,GO:0006805///GO:0042376///GO:0050890///GO:0055114,GO:0005615///GO:0005654///GO:0005737///GO:0005829
Q6ZN04,GO:0003676///GO:0003723///GO:0005509///GO:0008270///GO:0046872,GO:0006468///GO:0046777,GO:0000932///GO:0005634///GO:0005654///GO:0005737///GO:0005829
Q7LDG7,GO:0005085///GO:0005509///GO:0008289///GO:0019992///GO:0046872,GO:0001558///GO:0007165///GO:0007264///GO:0007265///GO:0035556///GO:0043547///GO:0071277,GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030054///GO:0032587///GO:0042995///GO:0043005///GO:0045202
Q86XP3,GO:0000166///GO:0003676///GO:0003723///GO:0004004///GO:0004386///GO:0005515///GO:0005524///GO:0016787,GO:0000398///GO:0008104///GO:0010501,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0015030///GO:0016020///GO:0016607
Q9UQF2,GO:0004860///GO:0005078///GO:0005515///GO:0008432///GO:0019894///GO:0019901///GO:0031434///GO:0031435,GO:0006355///GO:0007165///GO:0007258///GO:0009967///GO:0016192///GO:0043066///GO:0043508///GO:0046328///GO:0046329///GO:2001243,GO:0005634///GO:0005737///GO:0005739///GO:0005783///GO:0005789///GO:0005829///GO:0016020///GO:0030424///GO:0030425///GO:0031966///GO:0043005///GO:0044294///GO:0044295///GO:0044297///GO:0044302///GO:0045202///GO:0048471
O43312,GO:0003779///GO:0003785///GO:0005102///GO:0005515///GO:0042802,GO:0006928///GO:0007009///GO:0007155///GO:0007169///GO:0030035///GO:0030036///GO:0050680///GO:0061333///GO:0071498///GO:0072102///GO:0072160///GO:2001013,GO:0001726///GO:0005737///GO:0005856///GO:0015629///GO:0030139
O15258,GO:0003674///GO:0033130,GO:0006890///GO:0007528///GO:0071340///GO:0090004,GO:0000139///GO:0005793///GO:0005794///GO:0005886///GO:0009986///GO:0016020///GO:0016021///GO:0030173
Q08116,GO:0001965///GO:0005096///GO:0005516,GO:0006955///GO:0007165///GO:0007186///GO:0007193///GO:0008277///GO:0009968///GO:0043547///GO:0061737,GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0031234
Q6RFH5,GO:0003674///GO:0005515,GO:0008150///GO:0042273,GO:0005634///GO:0005730///GO:0030687
Q9P244,,GO:0007409,GO:0005578///GO:0005615///GO:0005886///GO:0009986///GO:0014069///GO:0016020///GO:0016021///GO:0030054///GO:0045202///GO:0045211
Q9BPW8,GO:0005515///GO:0042165,GO:0019233,GO:0005739///GO:0005743///GO:0016020///GO:0097060
Q7L099,GO:0005515,GO:0007015///GO:0007275///GO:0007399///GO:0030154///GO:0030335///GO:0045773///GO:0050771///GO:0090316///GO:2000114,GO:0005737///GO:0005829///GO:0012505///GO:0016020///GO:0030027///GO:0030054///GO:0030175///GO:0030424///GO:0030425///GO:0030426///GO:0042995///GO:0043204///GO:0071437
Q9NTX7,GO:0004842///GO:0005515///GO:0008270///GO:0016740///GO:0046872///GO:0061630///GO:0072572,GO:0016055///GO:0016567///GO:0016579///GO:0042787///GO:0051865///GO:0070936///GO:0090263,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005886
Q99496,GO:0003682///GO:0005515///GO:0008270///GO:0016740///GO:0046872///GO:0061630///GO:0071535///GO:0004842,GO:0000122///GO:0000278///GO:0001702///GO:0006351///GO:0006355///GO:0007281///GO:0009948///GO:0016567///GO:0016574///GO:0035518///GO:0036353///GO:0043433,GO:0000151///GO:0000791///GO:0000792///GO:0001739///GO:0005634///GO:0005654///GO:0005694///GO:0016604///GO:0031519///GO:0035102///GO:0071339
Q86U06,GO:0000166///GO:0003676///GO:0003723///GO:0005515,GO:0006397,GO:0005634///GO:0016020
O95149,GO:0000339///GO:0003723///GO:0008565,GO:0000387///GO:0006606///GO:0006810///GO:0051170///GO:0061015,GO:0005634///GO:0005643///GO:0005737///GO:0005829///GO:0070062
P45378,GO:0005523///GO:0030172///GO:0031013///GO:0048306///GO:0003779///GO:0030899,GO:0003009///GO:0006937///GO:0006942///GO:0030049///GO:0043462,GO:0005829///GO:0005861
P27635,GO:0003723///GO:0003735///GO:0005515,GO:0000027///GO:0000184///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0019083,GO:0005622///GO:0005783///GO:0005829///GO:0005840///GO:0016020///GO:0022625///GO:0030529
